# ID           RA              DEC              zmag_auto     zmag_col      Ks_col        z50              z025             z975             zspec            lmass         density
G072398        28.280660       -13.899266       22.0938       22.1129       19.9646       0.75210000       0.74590000       0.75500000       -1.0000000       9.53207       1.46702
G072440        28.175338       -13.899183       22.9048       22.9365       20.8010       0.60260000       0.59060000       0.61600000       -1.0000000       9.49794       3.90381
G072447        28.297110       -13.899411       21.9118       21.9421       19.1710       0.88380000       0.86580000       0.90550000       0.89731002       10.1472       2.11525
G072442        28.324983       -13.898802       22.7410       22.8410       19.8448       0.86270000       0.75550000       0.90840000       -1.0000000       10.2937       19.6739
G072496        28.113031       -13.899845       21.3605       21.4281       18.7089       0.64770000       0.63510000       0.66930000       -1.0000000       10.0134       3.55099
G072509        28.451020       -13.898445       22.6730       22.8281       99.0000       0.62910000       0.61060000       0.66020000       -1.0000000       9.33374      0.873175
G072586        28.305874       -13.898278       22.2675       22.2994       19.9608       0.82200000       0.81050000       0.83320000       0.83499002       9.76066       10.3986
G072582        28.339783       -13.897949       23.1521       23.1568       21.5006       0.69730000       0.68570000       0.70970000       -1.0000000       9.26359       1.50134
G072643        28.297892       -13.897796       23.0498       23.1678       19.4166       0.82430000       0.81040000       0.84490000       -1.0000000       10.4849       7.65001
G072708        28.234258       -13.897455       22.9306       22.9375       21.7868       0.80860000       0.79610000       0.82300000       -1.0000000       9.20157       3.11203
G072747        28.399407       -13.898788       20.7997       21.0587       99.0000       0.75070000       0.73830000       0.76270000       -1.0000000       11.0323      0.959542
G072717        28.186256       -13.897331       22.6203       22.6048       19.3843       0.83870000       0.82480000       0.85350000       -1.0000000       10.2313       5.80918
G072799        28.225841       -13.897334       22.3518       22.3596       20.0586       0.88510000       0.82080000       0.89740000       -1.0000000       9.64304       2.03255
G072859        28.031240       -13.898012       21.7688       21.8948       19.2121       0.88230000       0.76040000       0.90200000       -1.0000000       10.1773      0.951240
G072867        28.337376       -13.897081       21.7248       21.7482       18.9399       0.81060000       0.79940000       0.81950000       0.83260000       10.0919       11.5543
G072883        28.154109       -13.896737       22.5737       22.6044       18.9350       0.87000000       0.85630000       0.89140000       -1.0000000       10.6132       7.97170
G072937        28.080782       -13.896677       23.0462       23.0586       20.2529       0.75290000       0.73830000       0.76780000       -1.0000000       9.46588       1.47302
G072884        28.326635       -13.897002       22.8283       22.8357       19.7051       0.79600000       0.78010000       0.82060000       -1.0000000       10.3963       13.4838
G072948        28.303787       -13.896935       21.5776       21.6043       18.2691       0.81940000       0.80850000       0.82940000       0.84660000       10.7084       8.86047
G072987        28.080005       -13.896833       21.9145       21.9770       18.9737       0.76360000       0.75130000       0.77780000       -1.0000000       10.5021       2.15715
G073006        28.127539       -13.897124       21.1855       21.2351       18.1360       0.61910000       0.60510000       0.63430000       -1.0000000       10.5092       6.78463
G073016        28.033130       -13.897023       21.7106       21.7466       19.1864       0.66740000       0.65440000       0.67620000       -1.0000000       9.82520      0.692105
G073032        28.163599       -13.896486       22.5420       22.5894       19.4547       0.81750000       0.80630000       0.83370000       -1.0000000       10.4307       26.3355
G073035        28.470540       -13.896534       21.1915       21.2602       99.0000       0.71590000       0.70610000       0.72920000       -1.0000000       10.8809      0.943694
G073066        28.086725       -13.896868       21.8240       21.9328       19.0245       0.61490000       0.59340000       0.69090000       -1.0000000       10.2519       1.54063
G073155        28.135830       -13.895822       22.1920       22.2226       19.3818       0.65050000       0.64250000       0.65870000       -1.0000000       10.2394       10.4221
G073097        27.898770       -13.896208       21.7349       21.7613       99.0000       0.69110000       0.67590000       0.70690000       -1.0000000       9.93602      0.287502
G073100        28.099987       -13.898051       20.4655       20.6546       17.6834       0.65280000       0.64510000       0.66050000       -1.0000000       10.9947       1.58087
G073222        28.419539       -13.894811       22.7701       22.7643       99.0000       0.70060000       0.68640000       0.71310000       -1.0000000       9.59798       2.55073
G073241        28.158023       -13.895094       21.9974       21.9828       19.0219       0.82360000       0.82010000       0.94570000       0.84170002       10.7174       65.7118
G073268        28.040337       -13.894960       23.1502       23.1317       22.0486       0.84900000       0.83460000       0.85980000       -1.0000000       8.97087      0.661399
G073251        28.248492       -13.897826       19.5898       20.3008       17.3789       0.62540000       0.61610000       0.63400000       -1.0000000       10.9796       13.5855
G073367        28.258488       -13.894677       22.0770       22.3957       20.0396       0.66730000       0.66010000       0.67470000       -1.0000000       9.51141       2.69092
G073421        28.306084       -13.893909       23.1171       23.1504       21.6049       0.83090000       0.67640000       0.84790000       -1.0000000       9.60289       8.01226
G073433        28.420603       -13.894119       22.6585       22.6943       99.0000       0.88770000       0.87640000       0.89870000       -1.0000000       9.80087       2.33225
